"","player_name","first_name_punc","last_name_punc","first_name_lower","last_name_lower","last_name_suffix","espn_link","espn_number","espn_id","first_season","last_season"
"236","Sebastian Telfair","Sebastian","Telfair","sebastian","telfair",NA,"2417/sebastian-telfair",2417,"sebastian-telfair",2005,2015
"237","Steve Smith","Steve","Smith","steve","smith",NA,"781/steve-smith",781,"steve-smith",2005,2005
"238","Tony Allen","Tony","Allen","tony","allen",NA,"2367/tony-allen",2367,"tony-allen",2005,2018
"239","Travis Best","Travis","Best","travis","best",NA,"58/travis-best",58,"travis-best",2005,2005
"240","Trenton Hassell","Trenton","Hassell","trenton","hassell",NA,"998/trenton-hassell",998,"trenton-hassell",2005,2010
"241","Wesley Person","Wesley","Person","wesley","person",NA,"655/wesley-person",655,"wesley-person",2005,2005
"242","Alex Garcia","Alex","Garcia","alex","garcia",NA,"2233/alex-garcia",2233,"alex-garcia",2005,2005
"243","Anthony Goldwire","Anthony","Goldwire","anthony","goldwire",NA,"275/anthony-goldwire",275,"anthony-goldwire",2005,2006
"244","Beno Udrih","Beno","Udrih","beno","udrih",NA,"2448/beno-udrih",2448,"beno-udrih",2005,2017
"245","Charlie Ward","Charlie","Ward","charlie","ward",NA,"888/charlie-ward",888,"charlie-ward",2005,2005
"246","Chris Duhon","Chris","Duhon","chris","duhon",NA,"2377/chris-duhon",2377,"chris-duhon",2005,2013
"247","Christian Laettner","Christian","Laettner","christian","laettner",NA,"453/christian-laettner",453,"christian-laettner",2005,2005
"248","David Harrison","David","Harrison","david","harrison",NA,"2383/david-harrison",2383,"david-harrison",2005,2008
"249","David West","David","West","david","west",NA,"2177/david-west",2177,"david-west",2005,2018
"250","Devin Harris","Devin","Harris","devin","harris",NA,"2382/devin-harris",2382,"devin-harris",2005,2019
"251","Eddie House","Eddie","House","eddie","house",NA,"348/eddie-house",348,"eddie-house",2005,2011
"252","Eduardo Najera","Eduardo","Najera","eduardo","najera",NA,"591/eduardo-najera",591,"eduardo-najera",2005,2012
"253","Fred Hoiberg","Fred","Hoiberg","fred","hoiberg",NA,"339/fred-hoiberg",339,"fred-hoiberg",2005,2005
"254","Greg Buckner","Greg","Buckner","greg","buckner",NA,"111/greg-buckner",111,"greg-buckner",2005,2009
"255","Howard Eisley","Howard","Eisley","howard","eisley",NA,"220/howard-eisley",220,"howard-eisley",2005,2006
"256","Ira Newble","Ira","Newble","ira","newble",NA,"601/ira-newble",601,"ira-newble",2005,2008
"257","Jacque Vaughn","Jacque","Vaughn","jacque","vaughn",NA,"874/jacque-vaughn",874,"jacque-vaughn",2005,2009
"258","Jason Collier","Jason","Collier","jason","collier",NA,"161/jason-collier",161,"jason-collier",2005,2005
"259","Jonathan Bender","Jonathan","Bender","jonathan","bender",NA,"50/jonathan-bender",50,"jonathan-bender",2005,2010
"260","Junior Harrington","Junior","Harrington","junior","harrington",NA,"1816/junior-harrington",1816,"junior-harrington",2005,2007
"261","Kendall Gill","Kendall","Gill","kendall","gill",NA,"269/kendall-gill",269,"kendall-gill",2005,2005
"262","Keyon Dooling","Keyon","Dooling","keyon","dooling",NA,"209/keyon-dooling",209,"keyon-dooling",2005,2013
"263","Lamond Murray","Lamond","Murray","lamond","murray",NA,"586/lamond-murray",586,"lamond-murray",2005,2006
"264","Malik Allen","Malik","Allen","malik","allen",NA,"10/malik-allen",10,"malik-allen",2005,2011
"265","Michael Olowokandi","Michael","Olowokandi","michael","olowokandi",NA,"621/michael-olowokandi",621,"michael-olowokandi",2005,2007
"266","Mikki Moore","Mikki","Moore","mikki","moore",NA,"575/mikki-moore",575,"mikki-moore",2005,2012
"267","Milt Palacio","Milt","Palacio","milt","palacio",NA,"632/milt-palacio",632,"milt-palacio",2005,2006
"268","Nick Collison","Nick","Collison","nick","collison",NA,"1978/nick-collison",1978,"nick-collison",2005,2018
"269","Obinna Ekezie","Obinna","Ekezie","obinna","ekezie",NA,"221/obinna-ekezie",221,"obinna-ekezie",2005,2005
"270","Quinton Ross","Quinton","Ross","quinton","ross",NA,"2188/quinton-ross",2188,"quinton-ross",2005,2011
"271","Rasho Nesterovic","Rasho","Nesterovic","rasho","nesterovic",NA,"598/rasho-nesterovic",598,"rasho-nesterovic",2005,2010
"272","Raul Lopez","Raul","Lopez","raul","lopez",NA,"1011/raul-lopez",1011,"raul-lopez",2005,2005
"273","Rick Brunson","Rick","Brunson","rick","brunson",NA,"106/rick-brunson",106,"rick-brunson",2005,2006
"274","Robert Horry","Robert","Horry","robert","horry",NA,"347/robert-horry",347,"robert-horry",2005,2008
"275","Robert Traylor","Robert","Traylor","robert","traylor",NA,"857/robert-traylor",857,"robert-traylor",2005,2005
"276","Toni Kukoc","Toni","Kukoc","toni","kukoc",NA,"446/toni-kukoc",446,"toni-kukoc",2005,2006
"277","Travis Outlaw","Travis","Outlaw","travis","outlaw",NA,"2015/travis-outlaw",2015,"travis-outlaw",2005,2014
"278","Trevor Ariza","Trevor","Ariza","trevor","ariza",NA,"2426/trevor-ariza",2426,"trevor-ariza",2005,2019
"279","Zarko Cabarkapa","Zarko","Cabarkapa","zarko","cabarkapa",NA,"1997/zarko-cabarkapa",1997,"zarko-cabarkapa",2005,2006
"280","Zaza Pachulia","Zaza","Pachulia","zaza","pachulia",NA,"2016/zaza-pachulia",2016,"zaza-pachulia",2005,2019
"281","Zeljko Rebraca","Zeljko","Rebraca","zeljko","rebraca",NA,"690/zeljko-rebraca",690,"zeljko-rebraca",2005,2006
"282","Adonal Foyle","Adonal","Foyle","adonal","foyle",NA,"254/adonal-foyle",254,"adonal-foyle",2005,2009
"283","Anderson Varejao","Anderson","Varejao","anderson","varejao",NA,"2419/anderson-varejao",2419,"anderson-varejao",2005,2017
"284","Ben Handlogten","Ben","Handlogten","ben","handlogten",NA,"2199/ben-handlogten",2199,"ben-handlogten",2005,2005
"285","Boris Diaw","Boris","Diaw","boris","diaw",NA,"2167/boris-diaw",2167,"boris-diaw",2005,2017
"286","Brian Skinner","Brian","Skinner","brian","skinner",NA,"779/brian-skinner",779,"brian-skinner",2005,2012
"287","Bryon Russell","Bryon","Russell","bryon","russell",NA,"742/bryon-russell",742,"bryon-russell",2005,2006
"288","Calbert Cheaney","Calbert","Cheaney","calbert","cheaney",NA,"144/calbert-cheaney",144,"calbert-cheaney",2005,2006
"289","Dahntay Jones","Dahntay","Jones","dahntay","jones",NA,"2008/dahntay-jones",2008,"dahntay-jones",2005,2017
"290","Dale Davis","Dale","Davis","dale","davis",NA,"187/dale-davis",187,"dale-davis",2005,2007
"291","Delonte West","Delonte","West","delonte","west",NA,"2422/delonte-west",2422,"delonte-west",2005,2012
"292","Dikembe Mutombo","Dikembe","Mutombo","dikembe","mutombo",NA,"588/dikembe-mutombo",588,"dikembe-mutombo",2005,2009
"293","Eric Piatkowski","Eric","Piatkowski","eric","piatkowski",NA,"660/eric-piatkowski",660,"eric-piatkowski",2005,2008
"294","Erick Strickland","Erick","Strickland","erick","strickland",NA,"820/erick-strickland",820,"erick-strickland",2005,2005
"295","Jackson Vroman","Jackson","Vroman","jackson","vroman",NA,"2449/jackson-vroman",2449,"jackson-vroman",2005,2006
"296","James Jones","James","Jones","james","jones",NA,"2009/james-jones",2009,"james-jones",2005,2017
"297","Jarron Collins","Jarron","Collins","jarron","collins",NA,"988/jarron-collins",988,"jarron-collins",2005,2011
"298","Jerome James","Jerome","James","jerome","james",NA,"383/jerome-james",383,"jerome-james",2005,2009
"299","Jerome Williams","Jerome","Williams","jerome","williams",NA,"930/jerome-williams",930,"jerome-williams",2005,2005
"300","John Salmons","John","Salmons","john","salmons",NA,"1726/john-salmons",1726,"john-salmons",2005,2015
"301","Kenny Anderson","Kenny","Anderson","kenny","anderson",NA,"15/kenny-anderson",15,"kenny-anderson",2005,2005
"302","Kirk Snyder","Kirk","Snyder","kirk","snyder",NA,"2445/kirk-snyder",2445,"kirk-snyder",2005,2008
"303","Kris Humphries","Kris","Humphries","kris","humphries",NA,"2433/kris-humphries",2433,"kris-humphries",2005,2017
"304","Lawrence Funderburke","Lawrence","Funderburke","lawrence","funderburke",NA,"259/lawrence-funderburke",259,"lawrence-funderburke",2005,2005
"305","Lucious Harris","Lucious","Harris","lucious","harris",NA,"309/lucious-harris",309,"lucious-harris",2005,2005
"306","Marcus Banks","Marcus","Banks","marcus","banks",NA,"2165/marcus-banks",2165,"marcus-banks",2005,2011
"307","Matt Freije","Matt","Freije","matt","freije",NA,"2380/matt-freije",2380,"matt-freije",2005,2007
"308","Omar Cook","Omar","Cook","omar","cook",NA,"989/omar-cook",989,"omar-cook",2005,2005
"309","Pat Garrity","Pat","Garrity","pat","garrity",NA,"264/pat-garrity",264,"pat-garrity",2005,2008
"310","Reggie Evans","Reggie","Evans","reggie","evans",NA,"1828/reggie-evans",1828,"reggie-evans",2005,2015
"311","Rodney White","Rodney","White","rodney","white",NA,"1028/rodney-white",1028,"rodney-white",2005,2005
"312","Sasha Pavlovic","Sasha","Pavlovic","sasha","pavlovic",NA,"2172/sasha-pavlovic",2172,"sasha-pavlovic",2005,2013
"313","Scott Padgett","Scott","Padgett","scott","padgett",NA,"630/scott-padgett",630,"scott-padgett",2005,2007
"314","Steve Blake","Steve","Blake","steve","blake",NA,"1994/steve-blake",1994,"steve-blake",2005,2016
"315","Steven Hunter","Steven","Hunter","steven","hunter",NA,"1002/steven-hunter",1002,"steven-hunter",2005,2010
"316","Theo Ratliff","Theo","Ratliff","theo","ratliff",NA,"687/theo-ratliff",687,"theo-ratliff",2005,2011
"317","Tierre Brown","Tierre","Brown","tierre","brown",NA,"1057/tierre-brown",1057,"tierre-brown",2005,2005
"318","Tom Gugliotta","Tom","Gugliotta","tom","gugliotta",NA,"287/tom-gugliotta",287,"tom-gugliotta",2005,2005
"319","Tony Battie","Tony","Battie","tony","battie",NA,"45/tony-battie",45,"tony-battie",2005,2012
"320","Victor Khryapa","Victor","Khryapa","victor","khryapa",NA,"2435/victor-khryapa",2435,"victor-khryapa",2005,2008
"321","Zoran Planinic","Zoran","Planinic","zoran","planinic",NA,"2174/zoran-planinic",2174,"zoran-planinic",2005,2006
"322","Alan Henderson","Alan","Henderson","alan","henderson",NA,"322/alan-henderson",322,"alan-henderson",2005,2007
"323","Andris Biedrins","Andris","Biedrins","andris","biedrins",NA,"2427/andris-biedrins",2427,"andris-biedrins",2005,2014
"324","Anthony Peeler","Anthony","Peeler","anthony","peeler",NA,"642/anthony-peeler",642,"anthony-peeler",2005,2005
"325","Billy Thomas","Billy","Thomas","billy","thomas",NA,"2494/billy-thomas",2494,"billy-thomas",2005,2008
"326","Brian Grant","Brian","Grant","brian","grant",NA,"280/brian-grant",280,"brian-grant",2005,2006
"327","Carlos Delfino","Carlos","Delfino","carlos","delfino",NA,"1999/carlos-delfino",1999,"carlos-delfino",2005,2013
"328","Dajuan Wagner","Dajuan","Wagner","dajuan","wagner",NA,"1729/dajuan-wagner",1729,"dajuan-wagner",2005,2007
"329","Damone Brown","Damone","Brown","damone","brown",NA,"983/damone-brown",983,"damone-brown",2005,2005
"330","Darrell Armstrong","Darrell","Armstrong","darrell","armstrong",NA,"24/darrell-armstrong",24,"darrell-armstrong",2005,2008
"331","Darrick Martin","Darrick","Martin","darrick","martin",NA,"514/darrick-martin",514,"darrick-martin",2005,2008
"332","Dion Glover","Dion","Glover","dion","glover",NA,"274/dion-glover",274,"dion-glover",2005,2005
"333","Donta Smith","Donta","Smith","donta","smith",NA,"2409/donta-smith",2409,"donta-smith",2005,2006
"334","Eddie Gill","Eddie","Gill","eddie","gill",NA,"270/eddie-gill",270,"eddie-gill",2005,2009
"335","Eric Snow","Eric","Snow","eric","snow",NA,"796/eric-snow",796,"eric-snow",2005,2008
"336","Francisco Elson","Francisco","Elson","francisco","elson",NA,"234/francisco-elson",234,"francisco-elson",2005,2012
"337","George Lynch","George","Lynch","george","lynch",NA,"491/george-lynch",491,"george-lynch",2005,2005
"338","Jabari Smith","Jabari","Smith","jabari","smith",NA,"793/jabari-smith",793,"jabari-smith",2005,2005
"339","Jackie Butler","Jackie","Butler","jackie","butler",NA,"2508/jackie-butler",2508,"jackie-butler",2005,2007
"340","Jamal Sampson","Jamal","Sampson","jamal","sampson",NA,"1780/jamal-sampson",1780,"jamal-sampson",2005,2007
"341","Laron Profit","Laron","Profit","laron","profit",NA,"681/laron-profit",681,"laron-profit",2005,2006
"342","Lindsey Hunter","Lindsey","Hunter","lindsey","hunter",NA,"359/lindsey-hunter",359,"lindsey-hunter",2005,2010
"343","Loren Woods","Loren","Woods","loren","woods",NA,"1029/loren-woods",1029,"loren-woods",2005,2008
"344","Luke Walton","Luke","Walton","luke","walton",NA,"2027/luke-walton",2027,"luke-walton",2005,2013
"345","Marcus Haislip","Marcus","Haislip","marcus","haislip",NA,"1712/marcus-haislip",1712,"marcus-haislip",2005,2010
"346","Matt Barnes","Matt","Barnes","matt","barnes",NA,"1765/matt-barnes",1765,"matt-barnes",2005,2017
"347","Michael Doleac","Michael","Doleac","michael","doleac",NA,"207/michael-doleac",207,"michael-doleac",2005,2008
"348","Qyntel Woods","Qyntel","Woods","qyntel","woods",NA,"1734/qyntel-woods",1734,"qyntel-woods",2005,2006
"349","Rafael Araujo","Rafael","Araujo","rafael","araujo",NA,"2368/rafael-araujo",2368,"rafael-araujo",2005,2007
"350","Randy Livingston","Randy","Livingston","randy","livingston",NA,"476/randy-livingston",476,"randy-livingston",2005,2007
"351","Richie Frahm","Richie","Frahm","richie","frahm",NA,"1875/richie-frahm",1875,"richie-frahm",2005,2008
"352","Ronald Dupree","Ronald","Dupree","ronald","dupree",NA,"2214/ronald-dupree",2214,"ronald-dupree",2005,2011
"353","Royal Ivey","Royal","Ivey","royal","ivey",NA,"2387/royal-ivey",2387,"royal-ivey",2005,2014
"354","Scot Pollard","Scot","Pollard","scot","pollard",NA,"664/scot-pollard",664,"scot-pollard",2005,2008
"355","Sean Marks","Sean","Marks","sean","marks",NA,"511/sean-marks",511,"sean-marks",2005,2011
"356","Shandon Anderson","Shandon","Anderson","shandon","anderson",NA,"17/shandon-anderson",17,"shandon-anderson",2005,2006
"357","Slava Medvedenko","Slava","Medvedenko","slava","medvedenko",NA,"543/slava-medvedenko",543,"slava-medvedenko",2005,2007
"358","Stacey Augmon","Stacey","Augmon","stacey","augmon",NA,"27/stacey-augmon",27,"stacey-augmon",2005,2006
"359","Tamar Slay","Tamar","Slay","tamar","slay",NA,"1783/tamar-slay",1783,"tamar-slay",2005,2005
"360","Vitaly Potapenko","Vitaly","Potapenko","vitaly","potapenko",NA,"674/vitaly-potapenko",674,"vitaly-potapenko",2005,2007
"361","Walter McCarty","Walter","McCarty","walter","mccarty",NA,"522/walter-mccarty",522,"walter-mccarty",2005,2006
"362","Andre Barrett","Andre","Barrett","andre","barrett",NA,"2509/andre-barrett",2509,"andre-barrett",2005,2008
"363","Ansu Sesay","Ansu","Sesay","ansu","sesay",NA,"767/ansu-sesay",767,"ansu-sesay",2005,2005
"364","Anthony Carter","Anthony","Carter","anthony","carter",NA,"137/anthony-carter",137,"anthony-carter",2005,2012
"365","Antonio Burks","Antonio","Burks","antonio","burks",NA,"2428/antonio-burks",2428,"antonio-burks",2005,2006
"366","Bernard Robinson","Bernard","Robinson","bernard","robinson",NA,"2442/bernard-robinson",2442,"bernard-robinson",2005,2007
"367","Brandon Hunter","Brandon","Hunter","brandon","hunter",NA,"2007/brandon-hunter",2007,"brandon-hunter",2005,2005
"368","Calvin Booth","Calvin","Booth","calvin","booth",NA,"77/calvin-booth",77,"calvin-booth",2005,2009
"369","Clarence Weatherspoon","Clarence","Weatherspoon","clarence","weatherspoon",NA,"896/clarence-weatherspoon",896,"clarence-weatherspoon",2005,2005
"370","Corsley Edwards","Corsley","Edwards","corsley","edwards",NA,"1769/corsley-edwards",1769,"corsley-edwards",2005,2005
"371","Cory Alexander","Cory","Alexander","cory","alexander",NA,"6/cory-alexander",6,"cory-alexander",2005,2005
"372","Curtis Borchardt","Curtis","Borchardt","curtis","borchardt",NA,"1704/curtis-borchardt",1704,"curtis-borchardt",2005,2005
"373","Donnell Harvey","Donnell","Harvey","donnell","harvey",NA,"316/donnell-harvey",316,"donnell-harvey",2005,2005
"374","Dorell Wright","Dorell","Wright","dorell","wright",NA,"2423/dorell-wright",2423,"dorell-wright",2005,2015
"375","Elden Campbell","Elden","Campbell","elden","campbell",NA,"127/elden-campbell",127,"elden-campbell",2005,2005
"376","Horace Jenkins","Horace","Jenkins","horace","jenkins",NA,"2453/horace-jenkins",2453,"horace-jenkins",2005,2005
"377","Jahidi White","Jahidi","White","jahidi","white",NA,"911/jahidi-white",911,"jahidi-white",2005,2005
"378","Jake Tsakalidis","Jake","Tsakalidis","jake","tsakalidis",NA,"860/jake-tsakalidis",860,"jake-tsakalidis",2005,2007
"379","James Thomas","James","Thomas","james","thomas",NA,"2520/james-thomas",2520,"james-thomas",2005,2006
"380","John Thomas","John","Thomas","john","thomas",NA,"848/john-thomas",848,"john-thomas",2005,2006
"381","Josh Davis","Josh","Davis","josh","davis",NA,"2212/josh-davis",2212,"josh-davis",2005,2012
"382","Kendrick Perkins","Kendrick","Perkins","kendrick","perkins",NA,"2018/kendrick-perkins",2018,"kendrick-perkins",2005,2018
"383","Kevin Martin","Kevin","Martin","kevin","martin",NA,"2394/kevin-martin",2394,"kevin-martin",2005,2016
"384","Kevin Willis","Kevin","Willis","kevin","willis",NA,"937/kevin-willis",937,"kevin-willis",2005,2007
"385","Lionel Chalmers","Lionel","Chalmers","lionel","chalmers",NA,"2372/lionel-chalmers",2372,"lionel-chalmers",2005,2005
"386","Luke Jackson","Luke","Jackson","luke","jackson",NA,"2388/luke-jackson",2388,"luke-jackson",2005,2008
"387","Maciej Lampe","Maciej","Lampe","maciej","lampe",NA,"2169/maciej-lampe",2169,"maciej-lampe",2005,2006
"388","Mario Kasun","Mario","Kasun","mario","kasun",NA,"1775/mario-kasun",1775,"mario-kasun",2005,2006
"389","Mark Jones","Mark","Jones","mark","jones",NA,"2728/mark-jones",2728,"mark-jones",2005,2005
"390","Moochie Norris","Moochie","Norris","moochie","norris",NA,"608/moochie-norris",608,"moochie-norris",2005,2006
"391","Pape Sow","Pape","Sow","pape","sow",NA,"2446/pape-sow",2446,"pape-sow",2005,2007
"392","Ryan Humphrey","Ryan","Humphrey","ryan","humphrey",NA,"1714/ryan-humphrey",1714,"ryan-humphrey",2005,2005
"393","Sasha Vujacic","Sasha","Vujacic","sasha","vujacic",NA,"2421/sasha-vujacic",2421,"sasha-vujacic",2005,2017
"394","Shawn Bradley","Shawn","Bradley","shawn","bradley",NA,"88/shawn-bradley",88,"shawn-bradley",2005,2005
"395","Smush Parker","Smush","Parker","smush","parker",NA,"1823/smush-parker",1823,"smush-parker",2005,2008
"396","Theron Smith","Theron","Smith","theron","smith",NA,"2181/theron-smith",2181,"theron-smith",2005,2005
"397","Tony Bobbitt","Tony","Bobbitt","tony","bobbitt",NA,"2454/tony-bobbitt",2454,"tony-bobbitt",2005,2005
"398","Tony Massenburg","Tony","Massenburg","tony","massenburg",NA,"519/tony-massenburg",519,"tony-massenburg",2005,2005
"399","Tremaine Fowlkes","Tremaine","Fowlkes","tremaine","fowlkes",NA,"251/tremaine-fowlkes",251,"tremaine-fowlkes",2005,2005
"400","Vlade Divac","Vlade","Divac","vlade","divac",NA,"205/vlade-divac",205,"vlade-divac",2005,2005
"401","Zendon Hamilton","Zendon","Hamilton","zendon","hamilton",NA,"296/zendon-hamilton",296,"zendon-hamilton",2005,2006
"402","Aaron McKie","Aaron","McKie","aaron","mckie",NA,"539/aaron-mckie",539,"aaron-mckie",2005,2007
"403","Aaron Williams","Aaron","Williams","aaron","williams",NA,"923/aaron-williams",923,"aaron-williams",2005,2008
"404","Adrian Griffin","Adrian","Griffin","adrian","griffin",NA,"285/adrian-griffin",285,"adrian-griffin",2005,2008
"405","Aleksandar Radojevic","Aleksandar","Radojevic","aleksandar","radojevic",NA,"683/aleksandar-radojevic",683,"aleksandar-radojevic",2005,2005
"406","Anthony Miller","Anthony","Miller","anthony","miller",NA,"554/anthony-miller",554,"anthony-miller",2005,2005
